"FY 2018 Active Providers",""
"Selection Criteria",""
"Provider and Supplier Type(s):","Dually Certified SNF/NFs - Medicare and Medicaid, Distinct Part SNF/NFs - Medicare and Medicaid, Skilled Nursing Facilities (SNFs) - Medicare Only, Nursing Facilities - Medicaid Only"
"Year Type:","Fiscal Year"
"Year:","2018"
"Quarter:","Full Year"
"CCN","Provider Name","Address","City","State","Zip Code","County","Region","Phone Number","Provider Type","Original Participation Date","Termination Date","Number of Certified Beds","Hospital Based","Chain Name","Ownership Type"
"015203","ATTALLA HEALTH AND REHAB","915 STEWART AVENUE SOUTHEAST","ATTALLA","AL","35954","Etowah","(IV) Atlanta","256 538-7852","SNF/NF (Dually Certified)","12/01/1977","","182","N","","For Profit"
"015204","GOODWATER HEALTHCARE CENTER","16 JONES HILL ROAD","GOODWATER","AL","35072","Coosa","(IV) Atlanta","256 839-6711","SNF/NF (Dually Certified)","07/01/1978","","72","N","","For Profit"
"015206","DECATUR HEALTH & REHAB CENTER","2326 MORGAN AVENUE SOUTHWEST","DECATUR","AL","35603","Morgan","(IV) Atlanta","256 340-5765","SNF/NF (Dually Certified)","12/01/1977","","119","N","","For Profit"
"015207","COLLINSVILLE HEALTHCARE & REHAB","685 NORTH VALLEY AVE","COLLINSVILLE","AL","35961","Dekalb","(IV) Atlanta","256 524-2117","SNF/NF (Dually Certified)","12/01/1977","","200","N","","For Profit"
"015208","OZARK HEALTH AND REHABILITATION, LLC","312 BRYAN DRIVE","OZARK","AL","36360","Dale","(IV) Atlanta","334 774-2561","SNF/NF (Dually Certified)","01/01/1978","","149","N","","For Profit"
"015209","DIVERSICARE OF BESSEMER","820 GOLF COURSE ROAD","BESSEMER","AL","35020","Jefferson","(IV) Atlanta","205 425-5241","SNF/NF (Dually Certified)","01/01/1978","","180","N","","For Profit"
"015210","OPP HEALTH AND REHABILITATION, LLC","115 PAULK AVENUE  ","OPP","AL","36467","Covington","(IV) Atlanta","334 493-4558","SNF/NF (Dually Certified)","01/01/1978","","197","N","","For Profit"
"015211","TWIN OAKS REHABILITATION AND HEALTHCARE CENTER","857 CRAWFORD LANE","MOBILE","AL","36617","Mobile","(IV) Atlanta","251 476-3420","SNF/NF (Dually Certified)","01/01/1978","","131","N","","For Profit"
"015212","SELF SKILLED NURSING & REHAB","131 EAST CREST ROAD","HUEYTOWN","AL","35023","Jefferson","(IV) Atlanta","205 491-2411","SNF/NF (Dually Certified)","01/01/1978","","131","N","","For Profit"
"015213","TROY HEALTH & REHABILITATION CENTER","515 ELBA HIGHWAY","TROY","AL","36079","Pike","(IV) Atlanta","334 566-0880","SNF/NF (Dually Certified)","01/01/1978","","220","N","","For Profit"
"015214","MADISON MANOR NURSING HOME","3891 SULLIVAN ST","MADISON","AL","35758","Madison","(IV) Atlanta","256 772-9243","SNF/NF (Dually Certified)","08/01/1982","","80","N","","For Profit"
"015215","BIBB MEDICAL CENTER NURSING HOME","208 PIERSON AVE","CENTREVILLE","AL","35042","Bibb","(IV) Atlanta","205 926-3308","SNF/NF (Dually Certified)","11/01/1977","","131","Y","","Government"
"015216","OAKVIEW MANOR HEALTH CARE CENTER","929 MIXON SCHOOL ROAD","OZARK","AL","36360","Dale","(IV) Atlanta","334 774-2631","SNF/NF (Dually Certified)","01/01/1978","","138","N","","Non-Profit"
"015217","BIRMINGHAM NURSING AND REHABILITATION CTR LLC","1000 DUGAN AVENUE","BIRMINGHAM","AL","35214","Jefferson","(IV) Atlanta","205 798-8780","SNF/NF (Dually Certified)","01/01/1978","","132","N","","For Profit"
"015220","CROWNE HEALTH CARE OF THOMASVILLE","1425 MOSLEY DRIVE","THOMASVILLE","AL","36784","Clarke","(IV) Atlanta","334 636-5614","SNF/NF (Dually Certified)","07/01/1977","","80","N","","For Profit"
"015221","CHAPMAN HEALTHCARE CENTER, INC","3701 DADEVILLE ROAD","ALEXANDER CITY","AL","35010","Tallapoosa","(IV) Atlanta","256 234-6366","SNF/NF (Dually Certified)","02/01/1978","","188","N","","For Profit"
"015222","FAIRHOPE HEALTH & REHAB","108 SOUTH CHURCH STREET","FAIRHOPE","AL","36532","Baldwin","(IV) Atlanta","251 928-2153","SNF/NF (Dually Certified)","03/12/1981","","131","N","","Non-Profit"
"015223","NORTHSIDE HEALTH CARE","700 HUTCHINS AVENUE","GADSDEN","AL","35901","Etowah","(IV) Atlanta","256 543-7101","SNF/NF (Dually Certified)","08/21/1978","","115","N","","For Profit"
"015225","BARFIELD HEALTH CARE","22444 HIGHWAY 431","GUNTERSVILLE","AL","35976","Marshall","(IV) Atlanta","256 582-3112","SNF/NF (Dually Certified)","02/20/1979","","113","N","","For Profit"
"015227","GENERATIONS OF VERNON, LLC","1050 CONVALESCENT ROAD","VERNON","AL","35592","Lamar","(IV) Atlanta","205 695-9313","SNF/NF (Dually Certified)","10/01/1979","","158","N","","For Profit"
"015228","MONTGOMERY HEALTH AND REHAB, LLC","4490 VIRGINIA LOOP ROAD","MONTGOMERY","AL","36116","Montgomery","(IV) Atlanta","334 281-6826","SNF/NF (Dually Certified)","09/30/1980","","121","N","","For Profit"
"015303","WEST HILL HEALTH AND REHAB","1028 BESSEMER RD","BIRMINGHAM","AL","35228","Jefferson","(IV) Atlanta","205 923-1777","SNF/NF (Dually Certified)","02/01/1973","","163","N","","For Profit"
"015315","RIDGEWOOD HEALTH SERVICES, INC.","201 OAKHILL ROAD","JASPER","AL","35504","Walker","(IV) Atlanta","205 221-4862","SNF/NF (Dually Certified)","11/01/1977","","98","N","","For Profit"
"015320","ENTERPRISE HEALTH & REHABILITATION CENTER","300 PLAZA DRIVE ","ENTERPRISE","AL","36331","Coffee","(IV) Atlanta","334 347-9541","SNF/NF (Dually Certified)","10/01/1977","","257","N","","For Profit"
"015321","SOUTH HAVEN HEALTH AND REHABILITATION, LLC","3141 OLD COLUMBIANA ROAD","BIRMINGHAM","AL","35226","Jefferson","(IV) Atlanta","205 822-1580","SNF/NF (Dually Certified)","11/01/1971","","101","N","","For Profit"
"015322","ENGLEWOOD HEALTH CARE CENTER","2046 SOUTH ALABAMA AVE","MONROEVILLE","AL","36460","Monroe","(IV) Atlanta","251 575-3285","SNF/NF (Dually Certified)","10/01/1972","","87","N","","For Profit"
"015326","PARK MANOR HEALTH AND REHABILITATION, LLC","2201 MCFARLAND BOULEVARD","NORTHPORT","AL","35476","Tuscaloosa","(IV) Atlanta","205 339-5300","SNF/NF (Dually Certified)","10/01/1979","","152","N","","For Profit"
"015330","MARENGO NURSING HOME","608 NORTH MAIN STREET","LINDEN","AL","36748","Marengo","(IV) Atlanta","334 295-8631","SNF/NF (Dually Certified)","04/08/1971","","78","N","","Non-Profit"
"015331","ARABELLA HEALTH & WELLNESS OF PHENIX CITY","3900 LAKEWOOD DRIVE","PHENIX CITY","AL","36867","Russell","(IV) Atlanta","334 298-8247","SNF/NF (Dually Certified)","01/01/1972","","86","N","","For Profit"
"015336","LUVERNE HEALTH AND REHABILITATION, LLC","142 WEST THIRD STREET","LUVERNE","AL","36049","Crenshaw","(IV) Atlanta","334 335-6528","SNF/NF (Dually Certified)","10/16/1973","","151","N","","For Profit"
"015361","LAUDERDALE CHRISTIAN NURSING HOME","2019 COUNTY ROAD 394","KILLEN","AL","35645","Lauderdale","(IV) Atlanta","256 757-2103","SNF/NF (Dually Certified)","07/23/1970","","58","N","","Non-Profit"
"015369","OAKS ON PARKWOOD SKILLED NURSING FACILITY","2625 LAUREL OAK DRIVE","BESSEMER","AL","35022","Jefferson","(IV) Atlanta","205 497-4520","SNF/NF (Dually Certified)","07/01/1971","","130","N","","Non-Profit"
"015371","HERITAGE HEALTH CARE & REHAB INC","1101 SNOWS MILL AVENUE","TUSCALOOSA","AL","35406","Tuscaloosa","(IV) Atlanta","205 759-5179","SNF/NF (Dually Certified)","08/01/1977","","216","N","","For Profit"
"015372","REGENCY HEALTH CARE AND REHABILITATION CENTER","2061 POOLE DRIVE, NW","HUNTSVILLE","AL","35810","Madison","(IV) Atlanta","256 852-9290","SNF/NF (Dually Certified)","03/01/1980","","90","N","","For Profit"
"015373","HENRY COUNTY HEALTH AND REHABILITATION FACILITY","212 DOTHAN ROAD","ABBEVILLE","AL","36310","Henry","(IV) Atlanta","334 585-2241","SNF/NF (Dually Certified)","12/12/1980","","142","N","","Government"
"015374","CAMDEN NURSING FACILITY INC.","210 PONDEROSA DRIVE","CAMDEN","AL","36726","Wilcox","(IV) Atlanta","334 682-4231","SNF/NF (Dually Certified)","10/24/1980","","95","N","","For Profit"
"015375","ANNISTON HEALTH AND REHAB SERVICES","600 E 8TH STREET","ANNISTON","AL","36207","Calhoun","(IV) Atlanta","256 236-4949","SNF/NF (Dually Certified)","01/20/1981","","85","N","","Non-Profit"
"015376","DIVERSICARE OF WINFIELD","144 COUNTY HWY 14","WINFIELD","AL","35594","Marion","(IV) Atlanta","205 487-4211","SNF/NF (Dually Certified)","04/08/1981","","123","N","","For Profit"
"015378","MARSHALL MANOR NURSING HOME","3120 NORTH STREET","GUNTERSVILLE","AL","35976","Marshall","(IV) Atlanta","256 582-6561","SNF/NF (Dually Certified)","02/25/1982","","91","N","","For Profit"
"015379","MOBILE NURSING AND REHABILITATION CENTER","7020 BRUNS DRIVE","MOBILE","AL","36695","Mobile","(IV) Atlanta","251 639-1588","SNF/NF (Dually Certified)","07/19/1982","","120","N","","For Profit"
"015381","WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG","500 SPANISH FORT BLVD","SPANISH FORT","AL","36527","Baldwin","(IV) Atlanta","251 626-7007","SNF/NF (Dually Certified)","07/07/1983","","60","N","","Non-Profit"
"015382","CANTERBURY HEALTH CARE FACILITY","1720 KNOWLES ROAD","PHENIX CITY","AL","36869","Russell","(IV) Atlanta","334 291-0485","SNF/NF (Dually Certified)","06/28/1983","","137","N","","For Profit"
"015383","WOODLAND VILLAGE REHABILITATION AND HEALTHCARE CEN","1900 OLIVE STREET SW","CULLMAN","AL","35056","Cullman","(IV) Atlanta","256 739-1430","SNF/NF (Dually Certified)","08/09/1983","","149","N","","For Profit"
"015386","ADAMS NURSING HOME","1555 HILLABEE STREET","ALEXANDER CITY","AL","35010","Tallapoosa","(IV) Atlanta","256 329-0847","SNF/NF (Dually Certified)","02/27/1984","","88","N","","For Profit"
"015388","EAST GLEN","53 MEDICAL PARK DRIVE EAST","BIRMINGHAM","AL","35235","Jefferson","(IV) Atlanta","205 833-1777","SNF/NF (Dually Certified)","03/29/1985","","108","N","","For Profit"
"015390","CAPITOL HILL HEALTHCARE CENTER","520 SOUTH HULL STREET","MONTGOMERY","AL","36104","Montgomery","(IV) Atlanta","334 834-2920","SNF/NF (Dually Certified)","06/05/1986","","284","N","","For Profit"
"015391","JACKSONVILLE HEALTH AND REHABILITATION, LLC","410 WILSON DRIVE SOUTHWEST","JACKSONVILLE","AL","36265","Calhoun","(IV) Atlanta","256 435-7704","SNF/NF (Dually Certified)","10/23/1986","","167","N","","For Profit"
"015392","CYPRESS COVE CARE CENTER","200 ALABAMA AVENUE","MUSCLE SHOALS","AL","35661","Colbert","(IV) Atlanta","256 381-4330","SNF/NF (Dually Certified)","02/02/1987","","90","N","GENESIS HEALTHCARE","For Profit"
"015393","CROWNE HEALTH CARE OF MONTGOMERY","1837 UPPER WETUMPKA ROAD","MONTGOMERY","AL","36107","Montgomery","(IV) Atlanta","334 264-8416","SNF/NF (Dually Certified)","02/12/1987","","185","N","","For Profit"
"015396","DIVERSICARE OF GREENSBORO","616 ARMORY STREET","GREENSBORO","AL","36744","Hale","(IV) Atlanta","334 624-3054","SNF/NF (Dually Certified)","05/22/1987","","97","N","","For Profit"
"015397","WINDSOR HOUSE","4411 MCALLISTER DRIVE","HUNTSVILLE","AL","35805","Madison","(IV) Atlanta","256 837-8585","SNF/NF (Dually Certified)","10/16/1987","","117","N","","For Profit"
"015398","MONROE MANOR HEALTH & REHABILITATION CENTER","236 WEST CLAIBORNE STREET","MONROEVILLE","AL","36460","Monroe","(IV) Atlanta","251 575-2648","SNF/NF (Dually Certified)","01/07/1988","","84","N","","For Profit"
"015400","MEADOWVIEW NURSING CENTER","7300 OLD HIGHWAY 78 EAST","PELL CITY","AL","35128","St. Clair","(IV) Atlanta","205 640-5212","SNF/NF (Dually Certified)","02/11/1988","","59","N","","For Profit"
"015402","EL REPOSO NURSING FACILITY","260 MILNER CHAPEL ROAD","FLORENCE","AL","35634","Lauderdale","(IV) Atlanta","256 757-2143","SNF/NF (Dually Certified)","03/16/1989","","60","N","","Non-Profit"
"015403","PALM GARDENS HEALTH AND REHABILITATION, LLC","3104 DAUPHIN SQUARE CONNECTOR","MOBILE","AL","36607","Mobile","(IV) Atlanta","251 450-2800","SNF/NF (Dually Certified)","10/04/1989","","100","N","","For Profit"
"015404","BARON HOUSE OF HUEYTOWN","190 BROOKLANE DRIVE","HUEYTOWN","AL","35023","Jefferson","(IV) Atlanta","205 491-2905","SNF/NF (Dually Certified)","12/08/1989","","50","N","","For Profit"
"015406","GRAND BAY CONVALESCENT HOME, INC.","13750 HIGHWAY 90 WEST","GRAND BAY","AL","36541","Mobile","(IV) Atlanta","251 865-6443","SNF/NF (Dually Certified)","06/29/1993","","92","N","","For Profit"
"015407","HEALTH CARE INC","38286 US HIGHWAY 231","ASHVILLE","AL","35953","St. Clair","(IV) Atlanta","205 594-5148","SNF/NF (Dually Certified)","08/22/1990","","53","N","","For Profit"
"015408","WALKER REHABILITATION CENTER, INC","350 NORTHEAST 4TH STREET","CARBON HILL","AL","35549","Walker","(IV) Atlanta","205 924-4404","SNF/NF (Dually Certified)","10/04/1990","","59","N","","For Profit"
"015410","EAST ALABAMA MEDICAL CENTER SKILLED NURSING FACILI","2000 PEPPERELL PARKWAY","OPELIKA","AL","36802","Lee","(IV) Atlanta","334 705-4181","Skilled Nursing Facility","12/05/1990","","26","Y","","Non-Profit"
"015411","SHELBY RIDGE NURSING HOME","881 3RD STREET NORTHEAST","ALABASTER","AL","35007","Shelby","(IV) Atlanta","205 620-8500","SNF/NF (Dually Certified)","01/10/1991","","131","N","","For Profit"
"015413","LIGHTHOUSE REHABILITATION & HEALTHCARE CENTER","2911 EARL GOODWIN PARKWAY","SELMA","AL","36703","Dallas","(IV) Atlanta","334 875-1868","SNF/NF (Dually Certified)","01/10/1991","","68","N","","For Profit"
"015414","LAFAYETTE NURSING HOME","555 B STREET SW","LAFAYETTE","AL","36862","Chambers","(IV) Atlanta","334 864-9371","SNF/NF (Dually Certified)","01/10/1991","","63","N","","For Profit"
"015415","SPRINGHILL MANOR NURSING HOME","3900 OLD SHELL ROAD","MOBILE","AL","36608","Mobile","(IV) Atlanta","251 342-5623","SNF/NF (Dually Certified)","02/06/1991","06/29/2021","34","N","","For Profit"
"015416","ANDALUSIA MANOR","670 MOORE RD","ANDALUSIA","AL","36420","Covington","(IV) Atlanta","334 222-4544","SNF/NF (Dually Certified)","04/17/1991","","154","N","","For Profit"
"015417","CROWNE HEALTHCARE OF NORTH BALDWIN","2010 MEDICAL CENTER DRIVE","BAY MINETTE","AL","36507","Baldwin","(IV) Atlanta","251 937-3501","SNF/NF (Dually Certified)","06/12/1991","","75","N","","Non-Profit"
"015419","HARTFORD HEALTH CARE","217 TORO ROAD","HARTFORD","AL","36344","Geneva","(IV) Atlanta","334 588-3842","SNF/NF (Dually Certified)","02/26/1992","","86","N","","For Profit"
"015420","CUMBERLAND HEALTH AND REHAB","47065 AL HIGHWAY 277","BRIDGEPORT","AL","35740","Jackson","(IV) Atlanta","256 437-7260","SNF/NF (Dually Certified)","05/12/1992","","100","N","","Non-Profit"
"015422","TLC NURSING CENTER","212 ELLEN STREET","ONEONTA","AL","35121","Blount","(IV) Atlanta","205 625-3520","SNF/NF (Dually Certified)","02/04/1993","","103","N","","For Profit"
"015423","BROOKDALE UNIVERSITY PARK SNF (AL)","501 UNIVERSITY PARK DRIVE","BIRMINGHAM","AL","35209","Jefferson","(IV) Atlanta","205 870-0786","Skilled Nursing Facility","09/04/2002","","66","N","","For Profit"
"015424","ROANOKE REHABILITATION & HEALTHCARE CENTER","680 SEYMOUR DRIVE","ROANOKE","AL","36274","Randolph","(IV) Atlanta","334 863-6151","SNF/NF (Dually Certified)","07/12/1993","","65","N","","For Profit"
"015425","WESTSIDE TERRACE HEALTH & REHABILITATION CENTER","501 NORTH WOODBURN DRIVE","DOTHAN","AL","36303","Houston","(IV) Atlanta","334 794-1000","SNF/NF (Dually Certified)","09/22/1993","","165","N","","For Profit"
"015426","CROWNE HEALTH CARE OF SPRINGHILL","3712 DAUPHIN ST","MOBILE","AL","36608","Mobile","(IV) Atlanta","251 304-3013","SNF/NF (Dually Certified)","02/02/1994","","46","N","","For Profit"
"015429","KENSINGTON HEALTH AND REHABILITATION","550 CONGRESS STREET","MOBILE","AL","36603","Mobile","(IV) Atlanta","251 433-5471","SNF/NF (Dually Certified)","01/25/1995","","120","N","","For Profit"
"015431","VALLEY VIEW HEALTH AND REHABILITATION, LLC","5968 WALL TRIANA HIGHWAY","MADISON","AL","35757","Madison","(IV) Atlanta","256 830-2316","SNF/NF (Dually Certified)","03/19/1996","","155","N","","For Profit"
"015433","ST MARTIN'S IN THE PINES","4941 MONTEVALLO ROAD","BIRMINGHAM","AL","35210","Jefferson","(IV) Atlanta","205 956-1831","SNF/NF (Dually Certified)","07/09/1997","","128","N","","Non-Profit"
"015434","LYNWOOD NURSING HOME","4164 HALLS MILL ROAD","MOBILE","AL","36693","Mobile","(IV) Atlanta","251 661-5404","SNF/NF (Dually Certified)","10/08/1997","","127","N","","For Profit"
"015435","SPRINGHILL SENIOR RESIDENCE","3717 DAUPHIN STREET","MOBILE","AL","36608","Mobile","(IV) Atlanta","251 343-0909","SNF/NF (Dually Certified)","11/06/1997","","151","N","","For Profit"
"015436","HILLVIEW TERRACE","100 PERRY HILL RD","MONTGOMERY","AL","36109","Montgomery","(IV) Atlanta","334 272-0171","SNF/NF (Dually Certified)","05/20/1998","","143","N","","For Profit"
"015437","FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, T","401 ARNOLD STREET N.E.","CULLMAN","AL","35055","Cullman","(IV) Atlanta","256 739-4409","SNF/NF (Dually Certified)","06/18/1998","","102","N","","For Profit"
"015440","HUNTSVILLE HEALTH & REHABILITATION, LLC","4010 CHRIS DRIVE","HUNTSVILLE","AL","35802","Madison","(IV) Atlanta","256 883-8656","SNF/NF (Dually Certified)","11/18/1999","","105","N","","For Profit"
"015442","ORCHARD REHABILITATION & HEALTHCARE CENTER","629 STATE HIGHWAY 21 SOUTH","HAYNEVILLE","AL","36040","Lowndes","(IV) Atlanta","334 548-5995","SNF/NF (Dually Certified)","09/20/2000","","72","N","","For Profit"
"015443","ROBERTSDALE REHABILITATION & HEALTHCARE CTR","18700 U S HIGHWAY 90","ROBERTSDALE","AL","36567","Baldwin","(IV) Atlanta","251 947-1911","SNF/NF (Dually Certified)","03/16/2001","","152","N","","For Profit"
"015445","CHERRY HILL REHABILITATION & HEALTHCARE CENTER","1250 JEFF GERMANY PARKWAY","BIRMINGHAM","AL","35214","Jefferson","(IV) Atlanta","205 796-0214","SNF/NF (Dually Certified)","07/26/2001","","117","N","","For Profit"
"015446","GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILIT","2831 HIGHLAND AVENUE SOUTH","BIRMINGHAM","AL","35205","Jefferson","(IV) Atlanta","205 323-2724","SNF/NF (Dually Certified)","06/12/2002","","95","N","","Non-Profit"
"015447","MONTROSE BAY HEALTH AND REHAB","22670 MAIN STREET","FAIRHOPE","AL","36532","Baldwin","(IV) Atlanta","251 928-2177","SNF/NF (Dually Certified)","06/14/2002","","83","N","","For Profit"
"015448","SOUTH HAMPTON NURSING & REHABILITATION CENTER","213 WILSON MANN ROAD","OWENS CROSS ROADS","AL","35763","Madison","(IV) Atlanta","256 725-3400","SNF/NF (Dually Certified)","06/12/2002","","81","N","","For Profit"
"015450","WILLOWBROOKE CT SKILLED CARE CTR AT MAGNOLIA TRACE","ONE CROWN CIRCLE","HUNTSVILLE","AL","35802","Madison","(IV) Atlanta","256 261-1602","Skilled Nursing Facility","03/18/2003","","59","N","","Non-Profit"
"015451","FLORALA HEALTH AND REHABILITATION LLC","23621 GOLDENROD AVENUE","FLORALA","AL","36442","Covington","(IV) Atlanta","334 858-8585","SNF/NF (Dually Certified)","08/06/2003","","85","N","","For Profit"
"015452","OAK PARK","1365 GATEWOOD DRIVE","AUBURN","AL","36830","Lee","(IV) Atlanta","334 826-7200","SNF/NF (Dually Certified)","07/19/2004","","87","Y","","Non-Profit"
"015453","COLUMBIANA HEALTH AND REHABILITATION, LLC","22969 HIGHWAY 25","COLUMBIANA","AL","35051","Shelby","(IV) Atlanta","205 669-1712","SNF/NF (Dually Certified)","12/15/2004","","63","N","","For Profit"
"015454","FAIRVIEW AT REDSTONE VILLAGE","12000 TURNMEYER DRIVE","HUNTSVILLE","AL","35803","Madison","(IV) Atlanta","256 881-6717","Skilled Nursing Facility","07/15/2005","","56","N","","For Profit"
"015455","ELITE NURSING AND REHABILITATION CARE CENTER","300 ROYAL TOWER DRIVE","BIRMINGHAM","AL","35209","Jefferson","(IV) Atlanta","205 870-5666","SNF/NF (Distinct Part)","11/03/2005","","143","N","","For Profit"
"015456","GULF COAST HEALTH AND REHABILITATION, LLC","8002 GRELOT ROAD","MOBILE","AL","36695","Mobile","(IV) Atlanta","251 634-8002","SNF/NF (Dually Certified)","08/02/2006","","100","N","","For Profit"
"015457","KIRKWOOD BY THE RIVER","3605 RATLIFF ROAD","BIRMINGHAM","AL","35210","Jefferson","(IV) Atlanta","205 956-2184","Skilled Nursing Facility","09/08/2006","","61","N","","Non-Profit"
"015458","AHC MILLENIUM","5275 MILLENNIUM DRIVE","HUNTSVILLE","AL","35806","Madison","(IV) Atlanta","256 489-6800","SNF/NF (Dually Certified)","01/24/2007","","91","N","","For Profit"
"015459","GALLERIA WOODS SKILLED NURSING FACILITY","3850 GALLERIA WOODS DRIVE","BIRMINGHAM","AL","35244","Jefferson","(IV) Atlanta","205 985-7537","Skilled Nursing Facility","02/16/2007","","30","N","","For Profit"
"015460","CHARLTON PLACE REHAB AND HEALTHCARE CENTER","65 CHARLTON PLACE","DEATSVILLE","AL","36022","Elmore","(IV) Atlanta","334 263-0618","SNF/NF (Dually Certified)","11/16/2007","","65","N","","For Profit"
"015461","LEGACY HEALTH AND REHABILITATION OF PLEASANT GROVE","30 7TH STREET","PLEASANT GROVE","AL","35127","Jefferson","(IV) Atlanta","205 744-8226","SNF/NF (Dually Certified)","01/15/2008","","189","N","","For Profit"
"015463","KNOLLWOOD HEALTHCARE","3151-A KNOLLWOOD DRIVE","MOBILE","AL","36693","Mobile","(IV) Atlanta","251 661-7608","SNF/NF (Dually Certified)","05/21/2012","","71","N","","For Profit"
"015464","ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC","575 SOUTHLAND DRIVE","HOOVER","AL","35226","Jefferson","(IV) Atlanta","205 721-6200","SNF/NF (Dually Certified)","01/08/2015","","118","N","","For Profit"
